county,state.abbr,FIPS,prescribing.rate,year,rur.mic.metro,rural.metro,state,region,prescribe.level
Greenup,KY,21089,135.8,2011,Metropolitan,Metropolitan,Kentucky,South,High
Hardin,KY,21093,108.3,2011,Metropolitan,Metropolitan,Kentucky,South,High
Harlan,KY,21095,165.4,2011,Micropolitan,Rural,Kentucky,South,High
Harrison,KY,21097,116,2011,Micropolitan,Rural,Kentucky,South,High
Hart,KY,21099,82,2011,Rural,Rural,Kentucky,South,Medium
Henderson,KY,21101,151.7,2011,Metropolitan,Metropolitan,Kentucky,South,High
Henry,KY,21103,74.6,2011,Metropolitan,Metropolitan,Kentucky,South,Medium
Hickman,KY,21105,94.6,2011,Rural,Rural,Kentucky,South,Medium
Hopkins,KY,21107,167.8,2011,Micropolitan,Rural,Kentucky,South,High
Jackson,KY,21109,51,2011,Rural,Rural,Kentucky,South,Low
Jefferson,KY,21111,130.8,2011,Metropolitan,Metropolitan,Kentucky,South,High
Jessamine,KY,21113,117.4,2011,Metropolitan,Metropolitan,Kentucky,South,High
Johnson,KY,21115,248.8,2011,Micropolitan,Rural,Kentucky,South,High
Kenton,KY,21117,106.1,2011,Metropolitan,Metropolitan,Kentucky,South,High
Knott,KY,21119,83.9,2011,Rural,Rural,Kentucky,South,Medium
Knox,KY,21121,128.4,2011,Micropolitan,Rural,Kentucky,South,High
Larue,KY,21123,82.3,2011,Metropolitan,Metropolitan,Kentucky,South,Medium
Laurel,KY,21125,160.9,2011,Micropolitan,Rural,Kentucky,South,High
Lawrence,KY,21127,136.3,2011,Micropolitan,Rural,Kentucky,South,High
Lee,KY,21129,167.3,2011,Rural,Rural,Kentucky,South,High
Leslie,KY,21131,187,2011,Rural,Rural,Kentucky,South,High
Letcher,KY,21133,222.9,2011,Rural,Rural,Kentucky,South,High
Lewis,KY,21135,47,2011,Rural,Rural,Kentucky,South,Low
Lincoln,KY,21137,93.7,2011,Micropolitan,Rural,Kentucky,South,Medium
Livingston,KY,21139,81.4,2011,Rural,Rural,Kentucky,South,Medium
Logan,KY,21141,97.1,2011,Micropolitan,Rural,Kentucky,South,High
Lyon,KY,21143,126.5,2011,Rural,Rural,Kentucky,South,High
McCracken,KY,21145,227.2,2011,Micropolitan,Rural,Kentucky,South,High
McCreary,KY,21147,136.5,2011,Rural,Rural,Kentucky,South,High
McLean,KY,21149,64.6,2011,Metropolitan,Metropolitan,Kentucky,South,Medium
Madison,KY,21151,132.5,2011,Micropolitan,Rural,Kentucky,South,High
Magoffin,KY,21153,170.2,2011,Rural,Rural,Kentucky,South,High
Marion,KY,21155,128,2011,Micropolitan,Rural,Kentucky,South,High
Marshall,KY,21157,138.6,2011,Micropolitan,Rural,Kentucky,South,High
Martin,KY,21159,116.6,2011,Rural,Rural,Kentucky,South,High
Mason,KY,21161,129,2011,Micropolitan,Rural,Kentucky,South,High
Meade,KY,21163,67.2,2011,Metropolitan,Metropolitan,Kentucky,South,Medium
Menifee,KY,21165,60.6,2011,Rural,Rural,Kentucky,South,Low
Mercer,KY,21167,115.2,2011,Micropolitan,Rural,Kentucky,South,High
Metcalfe,KY,21169,60.4,2011,Rural,Rural,Kentucky,South,Low
Monroe,KY,21171,188.6,2011,Rural,Rural,Kentucky,South,High
Montgomery,KY,21173,207.5,2011,Micropolitan,Rural,Kentucky,South,High
Morgan,KY,21175,69.5,2011,Rural,Rural,Kentucky,South,Medium
Muhlenberg,KY,21177,161.2,2011,Micropolitan,Rural,Kentucky,South,High
Nelson,KY,21179,127.2,2011,Micropolitan,Rural,Kentucky,South,High
Nicholas,KY,21181,18.4,2011,Rural,Rural,Kentucky,South,Low
Ohio,KY,21183,131,2011,Micropolitan,Rural,Kentucky,South,High
Oldham,KY,21185,80.3,2011,Metropolitan,Metropolitan,Kentucky,South,Medium
Owen,KY,21187,80.2,2011,Rural,Rural,Kentucky,South,Medium
Owsley,KY,21189,316,2011,Rural,Rural,Kentucky,South,High
Pendleton,KY,21191,65.6,2011,Metropolitan,Metropolitan,Kentucky,South,Medium
Perry,KY,21193,320.6,2011,Micropolitan,Rural,Kentucky,South,High
Pike,KY,21195,315.5,2011,Micropolitan,Rural,Kentucky,South,High
Powell,KY,21197,167.9,2011,Micropolitan,Rural,Kentucky,South,High
Pulaski,KY,21199,149.7,2011,Micropolitan,Rural,Kentucky,South,High
Rockcastle,KY,21203,100.4,2011,Micropolitan,Rural,Kentucky,South,High
Rowan,KY,21205,165.2,2011,Micropolitan,Rural,Kentucky,South,High
Russell,KY,21207,223.6,2011,Rural,Rural,Kentucky,South,High
Scott,KY,21209,112.3,2011,Metropolitan,Metropolitan,Kentucky,South,High
Shelby,KY,21211,105.6,2011,Metropolitan,Metropolitan,Kentucky,South,High
Simpson,KY,21213,165.5,2011,Micropolitan,Rural,Kentucky,South,High
Spencer,KY,21215,70.4,2011,Metropolitan,Metropolitan,Kentucky,South,Medium
Taylor,KY,21217,141.4,2011,Micropolitan,Rural,Kentucky,South,High
Todd,KY,21219,82.9,2011,Rural,Rural,Kentucky,South,Medium
Trigg,KY,21221,120.9,2011,Metropolitan,Metropolitan,Kentucky,South,High
Trimble,KY,21223,35.4,2011,Metropolitan,Metropolitan,Kentucky,South,Low
Union,KY,21225,149.3,2011,Micropolitan,Rural,Kentucky,South,High
Warren,KY,21227,137.6,2011,Metropolitan,Metropolitan,Kentucky,South,High
Washington,KY,21229,57.5,2011,Rural,Rural,Kentucky,South,Low
Wayne,KY,21231,154.5,2011,Micropolitan,Rural,Kentucky,South,High
Webster,KY,21233,116.1,2011,Rural,Rural,Kentucky,South,High
Whitley,KY,21235,345.6,2011,Micropolitan,Rural,Kentucky,South,High
Wolfe,KY,21237,32.2,2011,Rural,Rural,Kentucky,South,Low
Woodford,KY,21239,81.9,2011,Metropolitan,Metropolitan,Kentucky,South,Medium
Acadia,LA,22001,96.2,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
Allen,LA,22003,93.9,2011,Micropolitan,Rural,Louisiana,South,Medium
Ascension,LA,22005,118.6,2011,Metropolitan,Metropolitan,Louisiana,South,High
Assumption,LA,22007,39.1,2011,Micropolitan,Rural,Louisiana,South,Low
Avoyelles,LA,22009,128.8,2011,Micropolitan,Rural,Louisiana,South,High
Beauregard,LA,22011,109.7,2011,Micropolitan,Rural,Louisiana,South,High
Bossier,LA,22015,112.5,2011,Metropolitan,Metropolitan,Louisiana,South,High
Caddo,LA,22017,121.9,2011,Metropolitan,Metropolitan,Louisiana,South,High
Calcasieu,LA,22019,115.4,2011,Metropolitan,Metropolitan,Louisiana,South,High
Catahoula,LA,22025,102.6,2011,Rural,Rural,Louisiana,South,High
Claiborne,LA,22027,58.9,2011,Micropolitan,Rural,Louisiana,South,Low
Concordia,LA,22029,78.7,2011,Micropolitan,Rural,Louisiana,South,Medium
De Soto,LA,22031,28.6,2011,Metropolitan,Metropolitan,Louisiana,South,Low
East Baton Rouge,LA,22033,121.7,2011,Metropolitan,Metropolitan,Louisiana,South,High
East Carroll,LA,22035,96.6,2011,Micropolitan,Rural,Louisiana,South,Medium
East Feliciana,LA,22037,72.4,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
Evangeline,LA,22039,192,2011,Micropolitan,Rural,Louisiana,South,High
Franklin,LA,22041,105.6,2011,Micropolitan,Rural,Louisiana,South,High
Grant,LA,22043,4.9,2011,Metropolitan,Metropolitan,Louisiana,South,Low
Iberia,LA,22045,115.6,2011,Metropolitan,Metropolitan,Louisiana,South,High
Iberville,LA,22047,97,2011,Metropolitan,Metropolitan,Louisiana,South,High
Jackson,LA,22049,25.2,2011,Micropolitan,Rural,Louisiana,South,Low
Jefferson,LA,22051,123.3,2011,Metropolitan,Metropolitan,Louisiana,South,High
Jefferson Davis,LA,22053,117,2011,Micropolitan,Rural,Louisiana,South,High
Lafayette,LA,22055,128.2,2011,Metropolitan,Metropolitan,Louisiana,South,High
Lafourche,LA,22057,99,2011,Metropolitan,Metropolitan,Louisiana,South,High
La Salle,LA,22059,105.6,2011,Micropolitan,Rural,Louisiana,South,High
Lincoln,LA,22061,104.9,2011,Micropolitan,Rural,Louisiana,South,High
Livingston,LA,22063,125.7,2011,Metropolitan,Metropolitan,Louisiana,South,High
Morehouse,LA,22067,111.5,2011,Micropolitan,Rural,Louisiana,South,High
Natchitoches,LA,22069,82.6,2011,Micropolitan,Rural,Louisiana,South,Medium
Orleans,LA,22071,75.3,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
Ouachita,LA,22073,128.4,2011,Metropolitan,Metropolitan,Louisiana,South,High
Pointe Coupee,LA,22077,89.7,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
Rapides,LA,22079,165.6,2011,Metropolitan,Metropolitan,Louisiana,South,High
Richland,LA,22083,65.9,2011,Micropolitan,Rural,Louisiana,South,Medium
Sabine,LA,22085,96.8,2011,Micropolitan,Rural,Louisiana,South,High
St. Bernard,LA,22087,127.6,2011,Metropolitan,Metropolitan,Louisiana,South,High
St. Charles,LA,22089,82.7,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
St. Helena,LA,22091,64.4,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
St. James,LA,22093,50.9,2011,Metropolitan,Metropolitan,Louisiana,South,Low
St. John the Baptist,LA,22095,87.5,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
St. Landry,LA,22097,156.9,2011,Micropolitan,Rural,Louisiana,South,High
St. Martin,LA,22099,79.2,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
St. Mary,LA,22101,126.5,2011,Micropolitan,Rural,Louisiana,South,High
St. Tammany,LA,22103,138.4,2011,Metropolitan,Metropolitan,Louisiana,South,High
Tangipahoa,LA,22105,144,2011,Metropolitan,Metropolitan,Louisiana,South,High
Terrebonne,LA,22109,126.4,2011,Metropolitan,Metropolitan,Louisiana,South,High
Union,LA,22111,50.1,2011,Metropolitan,Metropolitan,Louisiana,South,Low
Vermilion,LA,22113,95.3,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
Vernon,LA,22115,72,2011,Micropolitan,Rural,Louisiana,South,Medium
Washington,LA,22117,169.6,2011,Micropolitan,Rural,Louisiana,South,High
Webster,LA,22119,115.7,2011,Metropolitan,Metropolitan,Louisiana,South,High
West Baton Rouge,LA,22121,92.4,2011,Metropolitan,Metropolitan,Louisiana,South,Medium
West Carroll,LA,22123,108.5,2011,Rural,Rural,Louisiana,South,High
West Feliciana,LA,22125,51,2011,Metropolitan,Metropolitan,Louisiana,South,Low
Winn,LA,22127,26.1,2011,Micropolitan,Rural,Louisiana,South,Low
Barnstable,MA,25001,84.5,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Medium
Berkshire,MA,25003,91.1,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Medium
Bristol,MA,25005,91.4,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Medium
Dukes,MA,25007,85.8,2011,Micropolitan,Rural,Massachusetts,Northeast,Medium
Essex,MA,25009,66,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Medium
Franklin,MA,25011,65.9,2011,Micropolitan,Rural,Massachusetts,Northeast,Medium
Hampden,MA,25013,90.3,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Medium
Hampshire,MA,25015,70.3,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Medium
Middlesex,MA,25017,48.8,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Low
Nantucket,MA,25019,47.9,2011,Micropolitan,Rural,Massachusetts,Northeast,Low
Norfolk,MA,25021,58.8,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Low
Plymouth,MA,25023,72.3,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Medium
Suffolk,MA,25025,48.4,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Low
Worcester,MA,25027,74.3,2011,Metropolitan,Metropolitan,Massachusetts,Northeast,Medium
Allegany,MD,24001,134.1,2011,Metropolitan,Metropolitan,Maryland,South,High
Anne Arundel,MD,24003,84.3,2011,Metropolitan,Metropolitan,Maryland,South,Medium
Baltimore,MD,24005,86.7,2011,Metropolitan,Metropolitan,Maryland,South,Medium
Calvert,MD,24009,111.7,2011,Metropolitan,Metropolitan,Maryland,South,High
Caroline,MD,24011,62.9,2011,Micropolitan,Rural,Maryland,South,Low
Carroll,MD,24013,82.8,2011,Metropolitan,Metropolitan,Maryland,South,Medium
Cecil,MD,24015,112.5,2011,Metropolitan,Metropolitan,Maryland,South,High
Charles,MD,24017,100.2,2011,Metropolitan,Metropolitan,Maryland,South,High
Dorchester,MD,24019,72.3,2011,Micropolitan,Rural,Maryland,South,Medium
Frederick,MD,24021,87.8,2011,Metropolitan,Metropolitan,Maryland,South,Medium
Garrett,MD,24023,94.1,2011,Micropolitan,Rural,Maryland,South,Medium
Harford,MD,24025,89.5,2011,Metropolitan,Metropolitan,Maryland,South,Medium
Howard,MD,24027,41.6,2011,Metropolitan,Metropolitan,Maryland,South,Low
Kent,MD,24029,141.2,2011,Micropolitan,Rural,Maryland,South,High
Montgomery,MD,24031,42.1,2011,Metropolitan,Metropolitan,Maryland,South,Low
Prince George<d5>s,MD,24033,49.3,2011,Metropolitan,Metropolitan,Maryland,South,Low
Queen Anne<d5>s,MD,24035,83.8,2011,Metropolitan,Metropolitan,Maryland,South,Medium
St. Mary<d5>s,MD,24037,73.7,2011,Metropolitan,Metropolitan,Maryland,South,Medium
Somerset,MD,24039,62.4,2011,Metropolitan,Metropolitan,Maryland,South,Low
Talbot,MD,24041,108.2,2011,Micropolitan,Rural,Maryland,South,High
Washington,MD,24043,117.1,2011,Metropolitan,Metropolitan,Maryland,South,High
Wicomico,MD,24045,127.9,2011,Metropolitan,Metropolitan,Maryland,South,High
Worcester,MD,24047,112.8,2011,Metropolitan,Metropolitan,Maryland,South,High
Baltimore City,MD,24510,73,2011,Metropolitan,Metropolitan,Maryland,South,Medium
Androscoggin,ME,23001,109.5,2011,Metropolitan,Metropolitan,Maine,Northeast,High
Aroostook,ME,23003,85.2,2011,Micropolitan,Rural,Maine,Northeast,Medium
Cumberland,ME,23005,83.5,2011,Metropolitan,Metropolitan,Maine,Northeast,Medium
Franklin,ME,23007,79,2011,Micropolitan,Rural,Maine,Northeast,Medium
Hancock,ME,23009,94.8,2011,Micropolitan,Rural,Maine,Northeast,Medium
Kennebec,ME,23011,122.4,2011,Micropolitan,Rural,Maine,Northeast,High
Knox,ME,23013,71.9,2011,Micropolitan,Rural,Maine,Northeast,Medium
Lincoln,ME,23015,64,2011,Rural,Rural,Maine,Northeast,Medium
Oxford,ME,23017,92.6,2011,Micropolitan,Rural,Maine,Northeast,Medium
Penobscot,ME,23019,110.5,2011,Metropolitan,Metropolitan,Maine,Northeast,High
Piscataquis,ME,23021,119.8,2011,Rural,Rural,Maine,Northeast,High
Sagadahoc,ME,23023,86.1,2011,Metropolitan,Metropolitan,Maine,Northeast,Medium
Somerset,ME,23025,89.8,2011,Micropolitan,Rural,Maine,Northeast,Medium
Waldo,ME,23027,66.4,2011,Micropolitan,Rural,Maine,Northeast,Medium
Washington,ME,23029,85.7,2011,Micropolitan,Rural,Maine,Northeast,Medium
York,ME,23031,86.7,2011,Metropolitan,Metropolitan,Maine,Northeast,Medium
Alcona,MI,26001,24.6,2011,Rural,Rural,Michigan,Midwest,Low
Alger,MI,26003,83,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Allegan,MI,26005,54.2,2011,Micropolitan,Rural,Michigan,Midwest,Low
Alpena,MI,26007,125,2011,Micropolitan,Rural,Michigan,Midwest,High
Antrim,MI,26009,56.7,2011,Rural,Rural,Michigan,Midwest,Low
Arenac,MI,26011,123.9,2011,Rural,Rural,Michigan,Midwest,High
Baraga,MI,26013,105.1,2011,Rural,Rural,Michigan,Midwest,High
Barry,MI,26015,35.5,2011,Metropolitan,Metropolitan,Michigan,Midwest,Low
Bay,MI,26017,106.2,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Benzie,MI,26019,71.3,2011,Rural,Rural,Michigan,Midwest,Medium
Berrien,MI,26021,111.4,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Branch,MI,26023,87.7,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Calhoun,MI,26025,119,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Cass,MI,26027,44.3,2011,Metropolitan,Metropolitan,Michigan,Midwest,Low
Charlevoix,MI,26029,97.1,2011,Micropolitan,Rural,Michigan,Midwest,High
Cheboygan,MI,26031,140,2011,Micropolitan,Rural,Michigan,Midwest,High
Chippewa,MI,26033,93.8,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Clare,MI,26035,154.4,2011,Micropolitan,Rural,Michigan,Midwest,High
Clinton,MI,26037,43.9,2011,Metropolitan,Metropolitan,Michigan,Midwest,Low
Crawford,MI,26039,118.9,2011,Micropolitan,Rural,Michigan,Midwest,High
Delta,MI,26041,97.2,2011,Micropolitan,Rural,Michigan,Midwest,High
Dickinson,MI,26043,129.1,2011,Micropolitan,Rural,Michigan,Midwest,High
Eaton,MI,26045,101.2,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Emmet,MI,26047,125.3,2011,Micropolitan,Rural,Michigan,Midwest,High
Genesee,MI,26049,131.5,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Gladwin,MI,26051,117.6,2011,Micropolitan,Rural,Michigan,Midwest,High
Gogebic,MI,26053,116.2,2011,Micropolitan,Rural,Michigan,Midwest,High
Grand Traverse,MI,26055,154.5,2011,Micropolitan,Rural,Michigan,Midwest,High
Gratiot,MI,26057,85.1,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Hillsdale,MI,26059,71.1,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Houghton,MI,26061,32.3,2011,Micropolitan,Rural,Michigan,Midwest,Low
Huron,MI,26063,71.9,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Ingham,MI,26065,96.9,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Ionia,MI,26067,70.5,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Iosco,MI,26069,144.9,2011,Micropolitan,Rural,Michigan,Midwest,High
Iron,MI,26071,107.5,2011,Micropolitan,Rural,Michigan,Midwest,High
Isabella,MI,26073,87.2,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Jackson,MI,26075,109.3,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Kalamazoo,MI,26077,104.5,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Kalkaska,MI,26079,119.4,2011,Micropolitan,Rural,Michigan,Midwest,High
Kent,MI,26081,88.9,2011,Metropolitan,Metropolitan,Michigan,Midwest,Medium
Lapeer,MI,26087,91.5,2011,Metropolitan,Metropolitan,Michigan,Midwest,Medium
Leelanau,MI,26089,15.3,2011,Rural,Rural,Michigan,Midwest,Low
Lenawee,MI,26091,77.3,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Livingston,MI,26093,71.3,2011,Metropolitan,Metropolitan,Michigan,Midwest,Medium
Luce,MI,26095,154,2011,Micropolitan,Rural,Michigan,Midwest,High
Mackinac,MI,26097,85.3,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Macomb,MI,26099,116.1,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Manistee,MI,26101,122.7,2011,Micropolitan,Rural,Michigan,Midwest,High
Marquette,MI,26103,86.9,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Mason,MI,26105,163.8,2011,Micropolitan,Rural,Michigan,Midwest,High
Mecosta,MI,26107,99.8,2011,Micropolitan,Rural,Michigan,Midwest,High
Menominee,MI,26109,57.8,2011,Micropolitan,Rural,Michigan,Midwest,Low
Midland,MI,26111,81.4,2011,Metropolitan,Metropolitan,Michigan,Midwest,Medium
Missaukee,MI,26113,17.5,2011,Rural,Rural,Michigan,Midwest,Low
Monroe,MI,26115,110.1,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Montcalm,MI,26117,133.3,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Montmorency,MI,26119,66.4,2011,Rural,Rural,Michigan,Midwest,Medium
Muskegon,MI,26121,152.3,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Newaygo,MI,26123,141,2011,Micropolitan,Rural,Michigan,Midwest,High
Oakland,MI,26125,87.7,2011,Metropolitan,Metropolitan,Michigan,Midwest,Medium
Oceana,MI,26127,40.4,2011,Micropolitan,Rural,Michigan,Midwest,Low
Ogemaw,MI,26129,143.3,2011,Rural,Rural,Michigan,Midwest,High
Ontonagon,MI,26131,42.1,2011,Rural,Rural,Michigan,Midwest,Low
Osceola,MI,26133,102.9,2011,Rural,Rural,Michigan,Midwest,High
Oscoda,MI,26135,158.4,2011,Rural,Rural,Michigan,Midwest,High
Otsego,MI,26137,163.8,2011,Micropolitan,Rural,Michigan,Midwest,High
Ottawa,MI,26139,67.4,2011,Metropolitan,Metropolitan,Michigan,Midwest,Medium
Presque Isle,MI,26141,63.8,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Roscommon,MI,26143,185,2011,Micropolitan,Rural,Michigan,Midwest,High
Saginaw,MI,26145,107.1,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
St. Clair,MI,26147,106.6,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
St. Joseph,MI,26149,115.5,2011,Micropolitan,Rural,Michigan,Midwest,High
Sanilac,MI,26151,49.8,2011,Micropolitan,Rural,Michigan,Midwest,Low
Schoolcraft,MI,26153,104.7,2011,Micropolitan,Rural,Michigan,Midwest,High
Shiawassee,MI,26155,97.6,2011,Micropolitan,Rural,Michigan,Midwest,High
Tuscola,MI,26157,71.9,2011,Micropolitan,Rural,Michigan,Midwest,Medium
Van Buren,MI,26159,109.9,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Washtenaw,MI,26161,62.4,2011,Metropolitan,Metropolitan,Michigan,Midwest,Low
Wayne,MI,26163,104,2011,Metropolitan,Metropolitan,Michigan,Midwest,High
Wexford,MI,26165,168.8,2011,Micropolitan,Rural,Michigan,Midwest,High
Aitkin,MN,27001,117.8,2011,Rural,Rural,Minnesota,Midwest,High
Anoka,MN,27003,68.3,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Medium
Becker,MN,27005,57.7,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Beltrami,MN,27007,75.3,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Benton,MN,27009,44.7,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Big Stone,MN,27011,124.7,2011,Rural,Rural,Minnesota,Midwest,High
Blue Earth,MN,27013,70.6,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Medium
Brown,MN,27015,63.2,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Carlton,MN,27017,95.9,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Medium
Carver,MN,27019,53.2,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Cass,MN,27021,49.1,2011,Rural,Rural,Minnesota,Midwest,Low
Chippewa,MN,27023,64.3,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Chisago,MN,27025,32.5,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Clay,MN,27027,56.7,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Clearwater,MN,27029,86.3,2011,Rural,Rural,Minnesota,Midwest,Medium
Cottonwood,MN,27033,72.7,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Crow Wing,MN,27035,77.5,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Dakota,MN,27037,62.6,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Dodge,MN,27039,20.7,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Douglas,MN,27041,102.4,2011,Micropolitan,Rural,Minnesota,Midwest,High
Faribault,MN,27043,54.9,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Fillmore,MN,27045,21.5,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Freeborn,MN,27047,40.6,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Goodhue,MN,27049,60.7,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Grant,MN,27051,54.7,2011,Rural,Rural,Minnesota,Midwest,Low
Hennepin,MN,27053,55.1,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Hubbard,MN,27057,71.2,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Isanti,MN,27059,53.4,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Itasca,MN,27061,93.7,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Jackson,MN,27063,35.7,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Kanabec,MN,27065,75.1,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Kandiyohi,MN,27067,69.9,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Kittson,MN,27069,33.1,2011,Rural,Rural,Minnesota,Midwest,Low
Koochiching,MN,27071,80.4,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Lac qui Parle,MN,27073,54,2011,Rural,Rural,Minnesota,Midwest,Low
Lake of the Woods,MN,27077,79.6,2011,Rural,Rural,Minnesota,Midwest,Medium
Le Sueur,MN,27079,26.1,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Lincoln,MN,27081,60.4,2011,Rural,Rural,Minnesota,Midwest,Low
Lyon,MN,27083,51.9,2011,Micropolitan,Rural,Minnesota,Midwest,Low
McLeod,MN,27085,75.8,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Mahnomen,MN,27087,77.9,2011,Rural,Rural,Minnesota,Midwest,Medium
Marshall,MN,27089,27.8,2011,Rural,Rural,Minnesota,Midwest,Low
Martin,MN,27091,110.4,2011,Micropolitan,Rural,Minnesota,Midwest,High
Meeker,MN,27093,50.8,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Mille Lacs,MN,27095,84.5,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Medium
Morrison,MN,27097,67.7,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Mower,MN,27099,71.5,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Murray,MN,27101,34.6,2011,Rural,Rural,Minnesota,Midwest,Low
Nicollet,MN,27103,30.3,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Nobles,MN,27105,58.3,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Norman,MN,27107,59.1,2011,Rural,Rural,Minnesota,Midwest,Low
Olmsted,MN,27109,38.8,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Otter Tail,MN,27111,61.8,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Pennington,MN,27113,129.9,2011,Micropolitan,Rural,Minnesota,Midwest,High
Pine,MN,27115,42.8,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Pipestone,MN,27117,70.3,2011,Micropolitan,Rural,Minnesota,Midwest,Medium
Polk,MN,27119,59.4,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Pope,MN,27121,59,2011,Rural,Rural,Minnesota,Midwest,Low
Ramsey,MN,27123,57.4,2011,Metropolitan,Metropolitan,Minnesota,Midwest,Low
Red Lake,MN,27125,40.2,2011,Rural,Rural,Minnesota,Midwest,Low
Redwood,MN,27127,50,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Renville,MN,27129,32.5,2011,Rural,Rural,Minnesota,Midwest,Low
Rice,MN,27131,52.6,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Rock,MN,27133,50.5,2011,Micropolitan,Rural,Minnesota,Midwest,Low
Roseau,MN,27135,50.7,2011,Micropolitan,Rural,Minnesota,Midwest,Low
