"","County","state.abbr","FIPS","prescribing.rate","year","rur.mic.metro","rural.metro","State","Region"
"23724","Dawes","NE",31045,75.6,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23725","Dawson","NE",31047,53.4,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23726","Deuel","NE",31049,4.3,2014,"Rural","Rural","Nebraska","Midwest"
"23727","Dixon","NE",31051,11.2,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23728","Dodge","NE",31053,107.7,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23729","Douglas","NE",31055,72.3,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23730","Dundy","NE",31057,111.3,2014,"Rural","Rural","Nebraska","Midwest"
"23731","Fillmore","NE",31059,2.5,2014,"Rural","Rural","Nebraska","Midwest"
"23732","Franklin","NE",31061,3.6,2014,"Rural","Rural","Nebraska","Midwest"
"23733","Furnas","NE",31065,2.1,2014,"Rural","Rural","Nebraska","Midwest"
"23734","Gage","NE",31067,90.3,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23735","Garden","NE",31069,104.1,2014,"Rural","Rural","Nebraska","Midwest"
"23736","Garfield","NE",31071,7.3,2014,"Rural","Rural","Nebraska","Midwest"
"23737","Greeley","NE",31077,0.4,2014,"Rural","Rural","Nebraska","Midwest"
"23738","Hall","NE",31079,89.1,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23739","Hamilton","NE",31081,68.9,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23740","Harlan","NE",31083,86.2,2014,"Rural","Rural","Nebraska","Midwest"
"23741","Holt","NE",31089,78.2,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23742","Howard","NE",31093,80.9,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23743","Jefferson","NE",31095,135.5,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23744","Johnson","NE",31097,51.4,2014,"Rural","Rural","Nebraska","Midwest"
"23745","Kearney","NE",31099,69.9,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23746","Keith","NE",31101,134.1,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23747","Knox","NE",31107,32.2,2014,"Rural","Rural","Nebraska","Midwest"
"23748","Lancaster","NE",31109,69,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23749","Lincoln","NE",31111,107.8,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23750","Madison","NE",31119,103.2,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23751","Merrick","NE",31121,66.7,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23752","Morrill","NE",31123,58,2014,"Rural","Rural","Nebraska","Midwest"
"23753","Nance","NE",31125,21.7,2014,"Rural","Rural","Nebraska","Midwest"
"23754","Nemaha","NE",31127,104.5,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23755","Nuckolls","NE",31129,78,2014,"Rural","Rural","Nebraska","Midwest"
"23756","Otoe","NE",31131,97.6,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23757","Pawnee","NE",31133,84,2014,"Rural","Rural","Nebraska","Midwest"
"23758","Perkins","NE",31135,64.5,2014,"Rural","Rural","Nebraska","Midwest"
"23759","Phelps","NE",31137,113.8,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23760","Pierce","NE",31139,29.9,2014,"Rural","Rural","Nebraska","Midwest"
"23761","Platte","NE",31141,83.1,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23762","Polk","NE",31143,34.2,2014,"Rural","Rural","Nebraska","Midwest"
"23763","Red Willow","NE",31145,131.5,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23764","Richardson","NE",31147,60.4,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23765","Saline","NE",31151,62.3,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23766","Sarpy","NE",31153,59.2,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23767","Saunders","NE",31155,48.4,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23768","Scotts Bluff","NE",31157,110.5,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23769","Seward","NE",31159,49.3,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23770","Sheridan","NE",31161,0.7,2014,"Rural","Rural","Nebraska","Midwest"
"23771","Sherman","NE",31163,2.7,2014,"Rural","Rural","Nebraska","Midwest"
"23772","Thayer","NE",31169,4,2014,"Rural","Rural","Nebraska","Midwest"
"23773","Thurston","NE",31173,28.2,2014,"Rural","Rural","Nebraska","Midwest"
"23774","Valley","NE",31175,5.2,2014,"Rural","Rural","Nebraska","Midwest"
"23775","Washington","NE",31177,64.4,2014,"Metropolitan","Metropolitan","Nebraska","Midwest"
"23776","Wayne","NE",31179,56.6,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23777","Webster","NE",31181,5.7,2014,"Rural","Rural","Nebraska","Midwest"
"23778","York","NE",31185,116.4,2014,"Micropolitan","Rural","Nebraska","Midwest"
"23779","Belknap","NH",33001,87,2014,"Micropolitan","Rural","New Hampshire","Northeast"
"23780","Carroll","NH",33003,90,2014,"Micropolitan","Rural","New Hampshire","Northeast"
"23781","Cheshire","NH",33005,79.2,2014,"Micropolitan","Rural","New Hampshire","Northeast"
"23782","Coos","NH",33007,93.9,2014,"Micropolitan","Rural","New Hampshire","Northeast"
"23783","Grafton","NH",33009,87.1,2014,"Micropolitan","Rural","New Hampshire","Northeast"
"23784","Hillsborough","NH",33011,70.1,2014,"Metropolitan","Metropolitan","New Hampshire","Northeast"
"23785","Merrimack","NH",33013,90.4,2014,"Micropolitan","Rural","New Hampshire","Northeast"
"23786","Rockingham","NH",33015,76,2014,"Metropolitan","Metropolitan","New Hampshire","Northeast"
"23787","Strafford","NH",33017,95,2014,"Metropolitan","Metropolitan","New Hampshire","Northeast"
"23788","Sullivan","NH",33019,66.5,2014,"Micropolitan","Rural","New Hampshire","Northeast"
"23789","Atlantic","NJ",34001,84.7,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23790","Bergen","NJ",34003,44.4,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23791","Burlington","NJ",34005,73.9,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23792","Camden","NJ",34007,90.8,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23793","Cape May","NJ",34009,96.8,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23794","Cumberland","NJ",34011,98,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23795","Essex","NJ",34013,43,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23796","Gloucester","NJ",34015,85.8,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23797","Hudson","NJ",34017,38.6,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23798","Hunterdon","NJ",34019,46.3,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23799","Mercer","NJ",34021,59.6,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23800","Middlesex","NJ",34023,45.8,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23801","Monmouth","NJ",34025,61.8,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23802","Morris","NJ",34027,45.9,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23803","Ocean","NJ",34029,72.6,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23804","Passaic","NJ",34031,50.8,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23805","Salem","NJ",34033,80.5,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23806","Somerset","NJ",34035,38.7,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23807","Sussex","NJ",34037,63.7,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23808","Union","NJ",34039,45.2,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23809","Warren","NJ",34041,77.5,2014,"Metropolitan","Metropolitan","New Jersey","Northeast"
"23810","Bernalillo","NM",35001,74.7,2014,"Metropolitan","Metropolitan","New Mexico","West"
"23811","Chaves","NM",35005,88.8,2014,"Micropolitan","Rural","New Mexico","West"
"23812","Cibola","NM",35006,28.8,2014,"Micropolitan","Rural","New Mexico","West"
"23813","Colfax","NM",35007,85.8,2014,"Micropolitan","Rural","New Mexico","West"
"23814","Curry","NM",35009,79.1,2014,"Micropolitan","Rural","New Mexico","West"
"23815","De Baca","NM",35011,26.2,2014,"Rural","Rural","New Mexico","West"
"23816","Dona Ana","NM",35013,51.3,2014,"Metropolitan","Metropolitan","New Mexico","West"
"23817","Eddy","NM",35015,98.9,2014,"Micropolitan","Rural","New Mexico","West"
"23818","Grant","NM",35017,103.7,2014,"Micropolitan","Rural","New Mexico","West"
"23819","Guadalupe","NM",35019,9.9,2014,"Micropolitan","Rural","New Mexico","West"
"23820","Lea","NM",35025,79.4,2014,"Micropolitan","Rural","New Mexico","West"
"23821","Lincoln","NM",35027,97.9,2014,"Micropolitan","Rural","New Mexico","West"
"23822","Los Alamos","NM",35028,63,2014,"Micropolitan","Rural","New Mexico","West"
"23823","Luna","NM",35029,95.8,2014,"Micropolitan","Rural","New Mexico","West"
"23824","McKinley","NM",35031,22.9,2014,"Micropolitan","Rural","New Mexico","West"
"23825","Otero","NM",35035,62.4,2014,"Micropolitan","Rural","New Mexico","West"
"23826","Quay","NM",35037,110.1,2014,"Micropolitan","Rural","New Mexico","West"
"23827","Rio Arriba","NM",35039,93.7,2014,"Micropolitan","Rural","New Mexico","West"
"23828","Roosevelt","NM",35041,28.1,2014,"Micropolitan","Rural","New Mexico","West"
"23829","Sandoval","NM",35043,57.4,2014,"Metropolitan","Metropolitan","New Mexico","West"
"23830","San Juan","NM",35045,66.1,2014,"Metropolitan","Metropolitan","New Mexico","West"
"23831","San Miguel","NM",35047,85,2014,"Micropolitan","Rural","New Mexico","West"
"23832","Santa Fe","NM",35049,90.4,2014,"Metropolitan","Metropolitan","New Mexico","West"
"23833","Sierra","NM",35051,115,2014,"Micropolitan","Rural","New Mexico","West"
"23834","Socorro","NM",35053,83.9,2014,"Micropolitan","Rural","New Mexico","West"
"23835","Taos","NM",35055,96.6,2014,"Micropolitan","Rural","New Mexico","West"
"23836","Torrance","NM",35057,27.8,2014,"Metropolitan","Metropolitan","New Mexico","West"
"23837","Union","NM",35059,56.4,2014,"Rural","Rural","New Mexico","West"
"23838","Valencia","NM",35061,90.2,2014,"Metropolitan","Metropolitan","New Mexico","West"
"23839","Churchill","NV",32001,135.2,2014,"Micropolitan","Rural","Nevada","West"
"23840","Clark","NV",32003,85.3,2014,"Metropolitan","Metropolitan","Nevada","West"
"23841","Douglas","NV",32005,105.9,2014,"Micropolitan","Rural","Nevada","West"
"23842","Elko","NV",32007,78.8,2014,"Micropolitan","Rural","Nevada","West"
"23843","Humboldt","NV",32013,80.5,2014,"Micropolitan","Rural","Nevada","West"
"23844","Lander","NV",32015,1.7,2014,"Micropolitan","Rural","Nevada","West"
"23845","Lincoln","NV",32017,97.7,2014,"Rural","Rural","Nevada","West"
"23846","Lyon","NV",32019,108.5,2014,"Micropolitan","Rural","Nevada","West"
"23847","Mineral","NV",32021,145.9,2014,"Micropolitan","Rural","Nevada","West"
"23848","Nye","NV",32023,146.6,2014,"Micropolitan","Rural","Nevada","West"
"23849","Pershing","NV",32027,52.1,2014,"Rural","Rural","Nevada","West"
"23850","Washoe","NV",32031,98,2014,"Metropolitan","Metropolitan","Nevada","West"
"23851","White Pine","NV",32033,115.4,2014,"Micropolitan","Rural","Nevada","West"
"23852","Carson City","NV",32510,144.1,2014,"Metropolitan","Metropolitan","Nevada","West"
"23853","Albany","NY",36001,51.5,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23854","Allegany","NY",36003,59.2,2014,"Micropolitan","Rural","New York","Northeast"
"23855","Bronx","NY",36005,32.5,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23856","Broome","NY",36007,71.6,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23857","Cattaraugus","NY",36009,79.6,2014,"Micropolitan","Rural","New York","Northeast"
"23858","Cayuga","NY",36011,34.1,2014,"Micropolitan","Rural","New York","Northeast"
"23859","Chautauqua","NY",36013,81.7,2014,"Micropolitan","Rural","New York","Northeast"
"23860","Chemung","NY",36015,101.8,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23861","Chenango","NY",36017,55.7,2014,"Micropolitan","Rural","New York","Northeast"
"23862","Clinton","NY",36019,44.4,2014,"Micropolitan","Rural","New York","Northeast"
"23863","Columbia","NY",36021,61.3,2014,"Micropolitan","Rural","New York","Northeast"
"23864","Cortland","NY",36023,43.3,2014,"Micropolitan","Rural","New York","Northeast"
"23865","Delaware","NY",36025,72.7,2014,"Micropolitan","Rural","New York","Northeast"
"23866","Dutchess","NY",36027,57.7,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23867","Erie","NY",36029,73.7,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23868","Essex","NY",36031,29,2014,"Micropolitan","Rural","New York","Northeast"
"23869","Franklin","NY",36033,26.7,2014,"Micropolitan","Rural","New York","Northeast"
"23870","Fulton","NY",36035,70.7,2014,"Micropolitan","Rural","New York","Northeast"
"23871","Genesee","NY",36037,59.8,2014,"Micropolitan","Rural","New York","Northeast"
"23872","Greene","NY",36039,70.4,2014,"Micropolitan","Rural","New York","Northeast"
"23873","Herkimer","NY",36043,34.9,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23874","Jefferson","NY",36045,27.3,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23875","Kings","NY",36047,24.4,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23876","Lewis","NY",36049,20.3,2014,"Micropolitan","Rural","New York","Northeast"
"23877","Livingston","NY",36051,48.4,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23878","Madison","NY",36053,45.5,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23879","Monroe","NY",36055,51.9,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23880","Montgomery","NY",36057,78.4,2014,"Micropolitan","Rural","New York","Northeast"
"23881","Nassau","NY",36059,44.6,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23882","New York","NY",36061,42.7,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23883","Niagara","NY",36063,80.8,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23884","Oneida","NY",36065,58.7,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23885","Onondaga","NY",36067,46.2,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23886","Ontario","NY",36069,56.1,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23887","Orange","NY",36071,61.4,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23888","Orleans","NY",36073,57.2,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23889","Oswego","NY",36075,44.8,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23890","Otsego","NY",36077,52.3,2014,"Micropolitan","Rural","New York","Northeast"
"23891","Putnam","NY",36079,41.7,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23892","Queens","NY",36081,25.6,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23893","Rensselaer","NY",36083,59.3,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23894","Richmond","NY",36085,49.1,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23895","Rockland","NY",36087,35.3,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23896","St. Lawrence","NY",36089,26.9,2014,"Micropolitan","Rural","New York","Northeast"
"23897","Saratoga","NY",36091,52.9,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23898","Schenectady","NY",36093,56.7,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23899","Schoharie","NY",36095,49.2,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23900","Schuyler","NY",36097,62.2,2014,"Micropolitan","Rural","New York","Northeast"
"23901","Seneca","NY",36099,27.1,2014,"Micropolitan","Rural","New York","Northeast"
"23902","Steuben","NY",36101,69.1,2014,"Micropolitan","Rural","New York","Northeast"
"23903","Suffolk","NY",36103,54.7,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23904","Sullivan","NY",36105,79.8,2014,"Micropolitan","Rural","New York","Northeast"
"23905","Tioga","NY",36107,42.2,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23906","Tompkins","NY",36109,42.5,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23907","Ulster","NY",36111,66.4,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23908","Warren","NY",36113,80,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23909","Washington","NY",36115,66.2,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23910","Wayne","NY",36117,54.3,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23911","Westchester","NY",36119,36.9,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23912","Wyoming","NY",36121,53.7,2014,"Micropolitan","Rural","New York","Northeast"
"23913","Yates","NY",36123,39,2014,"Metropolitan","Metropolitan","New York","Northeast"
"23914","Adams","OH",39001,91.8,2014,"Micropolitan","Rural","Ohio","Midwest"
"23915","Allen","OH",39003,109.6,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23916","Ashland","OH",39005,51.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"23917","Ashtabula","OH",39007,86.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"23918","Athens","OH",39009,96.2,2014,"Micropolitan","Rural","Ohio","Midwest"
"23919","Auglaize","OH",39011,55.5,2014,"Micropolitan","Rural","Ohio","Midwest"
"23920","Belmont","OH",39013,118.2,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23921","Brown","OH",39015,102.4,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23922","Butler","OH",39017,93.4,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23923","Carroll","OH",39019,48.6,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23924","Champaign","OH",39021,81.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"23925","Clark","OH",39023,115.7,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23926","Clermont","OH",39025,100.2,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23927","Clinton","OH",39027,119.2,2014,"Micropolitan","Rural","Ohio","Midwest"
"23928","Columbiana","OH",39029,99,2014,"Micropolitan","Rural","Ohio","Midwest"
"23929","Coshocton","OH",39031,87,2014,"Micropolitan","Rural","Ohio","Midwest"
"23930","Crawford","OH",39033,104.6,2014,"Micropolitan","Rural","Ohio","Midwest"
"23931","Cuyahoga","OH",39035,70.1,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23932","Darke","OH",39037,58.5,2014,"Micropolitan","Rural","Ohio","Midwest"
"23933","Defiance","OH",39039,95.2,2014,"Micropolitan","Rural","Ohio","Midwest"
"23934","Delaware","OH",39041,62,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23935","Erie","OH",39043,107.8,2014,"Micropolitan","Rural","Ohio","Midwest"
"23936","Fairfield","OH",39045,86.2,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23937","Fayette","OH",39047,119.8,2014,"Micropolitan","Rural","Ohio","Midwest"
"23938","Franklin","OH",39049,88.5,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23939","Fulton","OH",39051,88.6,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23940","Gallia","OH",39053,126.6,2014,"Micropolitan","Rural","Ohio","Midwest"
"23941","Geauga","OH",39055,61.2,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23942","Greene","OH",39057,91.1,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23943","Guernsey","OH",39059,116.4,2014,"Micropolitan","Rural","Ohio","Midwest"
"23944","Hamilton","OH",39061,86.4,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23945","Hancock","OH",39063,73.1,2014,"Micropolitan","Rural","Ohio","Midwest"
"23946","Hardin","OH",39065,82.8,2014,"Micropolitan","Rural","Ohio","Midwest"
"23947","Harrison","OH",39067,72.8,2014,"Micropolitan","Rural","Ohio","Midwest"
"23948","Henry","OH",39069,66.1,2014,"Micropolitan","Rural","Ohio","Midwest"
"23949","Highland","OH",39071,127.8,2014,"Micropolitan","Rural","Ohio","Midwest"
"23950","Hocking","OH",39073,108.4,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23951","Holmes","OH",39075,32.3,2014,"Micropolitan","Rural","Ohio","Midwest"
"23952","Huron","OH",39077,114.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"23953","Jackson","OH",39079,175.3,2014,"Micropolitan","Rural","Ohio","Midwest"
"23954","Jefferson","OH",39081,138.7,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23955","Knox","OH",39083,63.6,2014,"Micropolitan","Rural","Ohio","Midwest"
"23956","Lake","OH",39085,85,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23957","Lawrence","OH",39087,101.3,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23958","Licking","OH",39089,76.6,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23959","Logan","OH",39091,99.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"23960","Lorain","OH",39093,86.1,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23961","Lucas","OH",39095,112.1,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23962","Madison","OH",39097,78.1,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23963","Mahoning","OH",39099,112.3,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23964","Marion","OH",39101,115.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"23965","Medina","OH",39103,73.1,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23966","Meigs","OH",39105,84.1,2014,"Micropolitan","Rural","Ohio","Midwest"
"23967","Mercer","OH",39107,58.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"23968","Miami","OH",39109,80.5,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23969","Monroe","OH",39111,60.3,2014,"Rural","Rural","Ohio","Midwest"
"23970","Montgomery","OH",39113,111.8,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23971","Morgan","OH",39115,48.1,2014,"Micropolitan","Rural","Ohio","Midwest"
"23972","Morrow","OH",39117,59.2,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23973","Muskingum","OH",39119,115.6,2014,"Micropolitan","Rural","Ohio","Midwest"
"23974","Noble","OH",39121,30,2014,"Micropolitan","Rural","Ohio","Midwest"
"23975","Ottawa","OH",39123,79.5,2014,"Micropolitan","Rural","Ohio","Midwest"
"23976","Paulding","OH",39125,48.4,2014,"Micropolitan","Rural","Ohio","Midwest"
"23977","Perry","OH",39127,95.3,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23978","Pickaway","OH",39129,84.6,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23979","Pike","OH",39131,132.2,2014,"Micropolitan","Rural","Ohio","Midwest"
"23980","Portage","OH",39133,67.9,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23981","Preble","OH",39135,64.2,2014,"Micropolitan","Rural","Ohio","Midwest"
"23982","Putnam","OH",39137,43.5,2014,"Micropolitan","Rural","Ohio","Midwest"
"23983","Richland","OH",39139,87.9,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23984","Ross","OH",39141,116.5,2014,"Micropolitan","Rural","Ohio","Midwest"
"23985","Sandusky","OH",39143,85.3,2014,"Micropolitan","Rural","Ohio","Midwest"
"23986","Scioto","OH",39145,124.5,2014,"Micropolitan","Rural","Ohio","Midwest"
"23987","Seneca","OH",39147,85.3,2014,"Micropolitan","Rural","Ohio","Midwest"
"23988","Shelby","OH",39149,84.8,2014,"Micropolitan","Rural","Ohio","Midwest"
"23989","Stark","OH",39151,111.5,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23990","Summit","OH",39153,91.4,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23991","Trumbull","OH",39155,105.6,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23992","Tuscarawas","OH",39157,88.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"23993","Union","OH",39159,74.3,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23994","Van Wert","OH",39161,81.4,2014,"Micropolitan","Rural","Ohio","Midwest"
"23995","Vinton","OH",39163,1.6,2014,"Rural","Rural","Ohio","Midwest"
"23996","Warren","OH",39165,76.4,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"23997","Washington","OH",39167,147.5,2014,"Micropolitan","Rural","Ohio","Midwest"
"23998","Wayne","OH",39169,70,2014,"Micropolitan","Rural","Ohio","Midwest"
"23999","Williams","OH",39171,81.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"24000","Wood","OH",39173,55.5,2014,"Metropolitan","Metropolitan","Ohio","Midwest"
"24001","Wyandot","OH",39175,52.9,2014,"Micropolitan","Rural","Ohio","Midwest"
"24002","Adair","OK",40001,58.5,2014,"Micropolitan","Rural","Oklahoma","South"
"24003","Alfalfa","OK",40003,6.3,2014,"Rural","Rural","Oklahoma","South"
"24004","Atoka","OK",40005,45.3,2014,"Rural","Rural","Oklahoma","South"
"24005","Beckham","OK",40009,123.5,2014,"Micropolitan","Rural","Oklahoma","South"
"24006","Blaine","OK",40011,6.5,2014,"Micropolitan","Rural","Oklahoma","South"
"24007","Bryan","OK",40013,148.8,2014,"Micropolitan","Rural","Oklahoma","South"
"24008","Caddo","OK",40015,86.3,2014,"Micropolitan","Rural","Oklahoma","South"
"24009","Canadian","OK",40017,101.1,2014,"Metropolitan","Metropolitan","Oklahoma","South"
"24010","Carter","OK",40019,188.7,2014,"Micropolitan","Rural","Oklahoma","South"
"24011","Cherokee","OK",40021,116.1,2014,"Micropolitan","Rural","Oklahoma","South"
"24012","Choctaw","OK",40023,54.9,2014,"Micropolitan","Rural","Oklahoma","South"
"24013","Cimarron","OK",40025,82.6,2014,"Rural","Rural","Oklahoma","South"
"24014","Cleveland","OK",40027,93.8,2014,"Metropolitan","Metropolitan","Oklahoma","South"
"24015","Coal","OK",40029,61.4,2014,"Rural","Rural","Oklahoma","South"
"24016","Comanche","OK",40031,80,2014,"Metropolitan","Metropolitan","Oklahoma","South"
"24017","Cotton","OK",40033,8.7,2014,"Metropolitan","Metropolitan","Oklahoma","South"
"24018","Craig","OK",40035,122.2,2014,"Micropolitan","Rural","Oklahoma","South"
"24019","Creek","OK",40037,136.6,2014,"Metropolitan","Metropolitan","Oklahoma","South"
"24020","Custer","OK",40039,113.6,2014,"Micropolitan","Rural","Oklahoma","South"
"24021","Delaware","OK",40041,90.2,2014,"Micropolitan","Rural","Oklahoma","South"
"24022","Dewey","OK",40043,6.5,2014,"Rural","Rural","Oklahoma","South"
"24023","Ellis","OK",40045,86.6,2014,"Rural","Rural","Oklahoma","South"
"24024","Garfield","OK",40047,97.2,2014,"Micropolitan","Rural","Oklahoma","South"
"24025","Garvin","OK",40049,77.5,2014,"Micropolitan","Rural","Oklahoma","South"
"24026","Grady","OK",40051,61.9,2014,"Metropolitan","Metropolitan","Oklahoma","South"
"24027","Grant","OK",40053,25.4,2014,"Rural","Rural","Oklahoma","South"
"24028","Greer","OK",40055,59.3,2014,"Micropolitan","Rural","Oklahoma","South"
"24029","Harmon","OK",40057,210.3,2014,"Rural","Rural","Oklahoma","South"
"24030","Harper","OK",40059,10.5,2014,"Rural","Rural","Oklahoma","South"
"24031","Haskell","OK",40061,121.6,2014,"Micropolitan","Rural","Oklahoma","South"
